case_id,页面ID,路径,主题,宽,高,实际视口,实际状态,截图,测量JSON,日志,状态,原因,配色依据,配色验收A17,配色证据
R05-light-1672,R05,/billing/success,light,1672,941,1672x941,无订单参数,evidence/user-pages-matrix/R05-billing-success-light-1672x941.png,evidence/user-pages-matrix/R05-billing-success-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-light-1440,R05,/billing/success,light,1440,900,1440x900,无订单参数,evidence/user-pages-matrix/R05-billing-success-light-1440x900.png,evidence/user-pages-matrix/R05-billing-success-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-light-1366,R05,/billing/success,light,1366,768,1366x768,无订单参数,evidence/user-pages-matrix/R05-billing-success-light-1366x768.png,evidence/user-pages-matrix/R05-billing-success-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-light-1024,R05,/billing/success,light,1024,768,1024x768,无订单参数,evidence/user-pages-matrix/R05-billing-success-light-1024x768.png,evidence/user-pages-matrix/R05-billing-success-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-light-768,R05,/billing/success,light,768,1024,768x1024,无订单参数,evidence/user-pages-matrix/R05-billing-success-light-768x1024.png,evidence/user-pages-matrix/R05-billing-success-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-light-390,R05,/billing/success,light,390,844,390x844,无订单参数,evidence/user-pages-matrix/R05-billing-success-light-390x844.png,evidence/user-pages-matrix/R05-billing-success-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-light-430,R05,/billing/success,light,430,932,430x932,无订单参数,evidence/user-pages-matrix/R05-billing-success-light-430x932.png,evidence/user-pages-matrix/R05-billing-success-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-dark-1672,R05,/billing/success,dark,1672,941,1672x941,无订单参数,evidence/user-pages-matrix/R05-billing-success-dark-1672x941.png,evidence/user-pages-matrix/R05-billing-success-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-dark-1440,R05,/billing/success,dark,1440,900,1440x900,无订单参数,evidence/user-pages-matrix/R05-billing-success-dark-1440x900.png,evidence/user-pages-matrix/R05-billing-success-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-dark-1366,R05,/billing/success,dark,1366,768,1366x768,无订单参数,evidence/user-pages-matrix/R05-billing-success-dark-1366x768.png,evidence/user-pages-matrix/R05-billing-success-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-dark-1024,R05,/billing/success,dark,1024,768,1024x768,无订单参数,evidence/user-pages-matrix/R05-billing-success-dark-1024x768.png,evidence/user-pages-matrix/R05-billing-success-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-dark-768,R05,/billing/success,dark,768,1024,768x1024,无订单参数,evidence/user-pages-matrix/R05-billing-success-dark-768x1024.png,evidence/user-pages-matrix/R05-billing-success-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-dark-390,R05,/billing/success,dark,390,844,390x844,无订单参数,evidence/user-pages-matrix/R05-billing-success-dark-390x844.png,evidence/user-pages-matrix/R05-billing-success-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R05-dark-430,R05,/billing/success,dark,430,932,430x932,无订单参数,evidence/user-pages-matrix/R05-billing-success-dark-430x932.png,evidence/user-pages-matrix/R05-billing-success-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-light-1672,R06,/canvas/[id],light,1672,941,1672x941,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-light-1672x941.png,evidence/user-pages-matrix/R06-canvas-detail-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-light-1440,R06,/canvas/[id],light,1440,900,1440x900,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-light-1440x900.png,evidence/user-pages-matrix/R06-canvas-detail-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-light-1366,R06,/canvas/[id],light,1366,768,1366x768,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-light-1366x768.png,evidence/user-pages-matrix/R06-canvas-detail-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-light-1024,R06,/canvas/[id],light,1024,768,1024x768,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-light-1024x768.png,evidence/user-pages-matrix/R06-canvas-detail-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-light-768,R06,/canvas/[id],light,768,1024,768x1024,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-light-768x1024.png,evidence/user-pages-matrix/R06-canvas-detail-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-light-390,R06,/canvas/[id],light,390,844,390x844,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-light-390x844.png,evidence/user-pages-matrix/R06-canvas-detail-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-light-430,R06,/canvas/[id],light,430,932,430x932,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-light-430x932.png,evidence/user-pages-matrix/R06-canvas-detail-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-dark-1672,R06,/canvas/[id],dark,1672,941,1672x941,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-dark-1672x941.png,evidence/user-pages-matrix/R06-canvas-detail-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-dark-1440,R06,/canvas/[id],dark,1440,900,1440x900,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-dark-1440x900.png,evidence/user-pages-matrix/R06-canvas-detail-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-dark-1366,R06,/canvas/[id],dark,1366,768,1366x768,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-dark-1366x768.png,evidence/user-pages-matrix/R06-canvas-detail-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-dark-1024,R06,/canvas/[id],dark,1024,768,1024x768,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-dark-1024x768.png,evidence/user-pages-matrix/R06-canvas-detail-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-dark-768,R06,/canvas/[id],dark,768,1024,768x1024,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-dark-768x1024.png,evidence/user-pages-matrix/R06-canvas-detail-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-dark-390,R06,/canvas/[id],dark,390,844,390x844,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-dark-390x844.png,evidence/user-pages-matrix/R06-canvas-detail-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R06-dark-430,R06,/canvas/[id],dark,430,932,430x932,真实画布实体,evidence/user-pages-matrix/R06-canvas-detail-dark-430x932.png,evidence/user-pages-matrix/R06-canvas-detail-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-light-1672,R07,/canvas,light,1672,941,1672x941,画布列表,evidence/user-pages-matrix/R07-canvas-light-1672x941.png,evidence/user-pages-matrix/R07-canvas-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-light-1440,R07,/canvas,light,1440,900,1440x900,画布列表,evidence/user-pages-matrix/R07-canvas-light-1440x900.png,evidence/user-pages-matrix/R07-canvas-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-light-1366,R07,/canvas,light,1366,768,1366x768,画布列表,evidence/user-pages-matrix/R07-canvas-light-1366x768.png,evidence/user-pages-matrix/R07-canvas-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-light-1024,R07,/canvas,light,1024,768,1024x768,画布列表,evidence/user-pages-matrix/R07-canvas-light-1024x768.png,evidence/user-pages-matrix/R07-canvas-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-light-768,R07,/canvas,light,768,1024,768x1024,画布列表,evidence/user-pages-matrix/R07-canvas-light-768x1024.png,evidence/user-pages-matrix/R07-canvas-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-light-390,R07,/canvas,light,390,844,390x844,画布列表,evidence/user-pages-matrix/R07-canvas-light-390x844.png,evidence/user-pages-matrix/R07-canvas-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-light-430,R07,/canvas,light,430,932,430x932,画布列表,evidence/user-pages-matrix/R07-canvas-light-430x932.png,evidence/user-pages-matrix/R07-canvas-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-dark-1672,R07,/canvas,dark,1672,941,1672x941,画布列表,evidence/user-pages-matrix/R07-canvas-dark-1672x941.png,evidence/user-pages-matrix/R07-canvas-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-dark-1440,R07,/canvas,dark,1440,900,1440x900,画布列表,evidence/user-pages-matrix/R07-canvas-dark-1440x900.png,evidence/user-pages-matrix/R07-canvas-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-dark-1366,R07,/canvas,dark,1366,768,1366x768,画布列表,evidence/user-pages-matrix/R07-canvas-dark-1366x768.png,evidence/user-pages-matrix/R07-canvas-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R07-dark-1024,R07,/canvas,dark,1024,768,1024x768,画布列表,evidence/user-pages-matrix/R07-canvas-dark-1024x768.png,evidence/user-pages-matrix/R07-canvas-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
